id,sentiment
"12311_10",0.9579151897725299
"8348_2",0.06738943351177032
"5828_4",0.6431787240454488
"7186_2",0.6222502036326475
"12128_7",0.8762004026816175
"2913_8",0.7547283000137259
"4396_1",0.05339510551116523
"395_2",0.5899554665992346
"10616_1",0.004147457727913733
"9074_9",0.4969264683925471
"9252_3",0.07999147865592193
"9896_9",0.44668837204697687
"574_4",0.4402127074142445
"11182_8",0.5885757139840064
"11656_4",0.5534095528307937
"2322_4",0.7562164336025563
"8703_1",0.3899754603236988
"7483_1",0.3844870587171745
"6007_10",0.9598275288634573
"12424_4",0.06455159274326684
"4672_1",0.009289577188742161
"10841_3",0.11213981836518437
"8954_7",0.6638209134340587
"7392_1",0.09345066534492466
"10288_8",0.8220860254233159
"5343_4",0.024375811039634276
"4950_1",0.014869525217282372
"9257_4",0.6357894712917628
"8689_3",0.25606979918181644
"4480_2",0.12383216029985701
"9286_10",0.8357632854285467
"12245_10",0.9931554169809829
"7529_7",0.8875213259086348
"4_4",0.24474622962739565
"5299_2",0.07536960823710945
"12077_8",0.7991071786975363
"10701_2",0.042373574350914864
"11579_1",0.0986939648152541
"10993_1",0.13533322325383865
"8913_1",0.08489590684513687
"1350_3",0.199789920059765
"3804_2",0.07704337771902176
"5025_3",0.5356559375139769
"5170_8",0.39040767081649524
"8225_8",0.8725181709403779
"6427_7",0.8968954460354879
"3165_3",0.4803311760337647
"7902_9",0.9808711494687504
"8208_3",0.028739986239711055
"3577_8",0.7823628470411246
"4865_1",0.029967036976984687
"9063_3",0.23157525998283424
"1106_1",0.5350924773141328
"1117_9",0.9339838429898834
"1050_4",0.4647116034732768
"10755_9",0.6654005591223308
"2729_8",0.822885753570314
"10072_10",0.9110731892448208
"2904_7",0.9118230419405459
"4584_2",0.531998744966907
"189_4",0.5080002500055282
"6302_4",0.5281155412201658
"8138_9",0.6620556243047162
"1262_1",0.2911338302397337
"2199_10",0.9083504294750357
"6551_7",0.6225897539371644
"8082_7",0.23425818607498505
"4897_8",0.9333824099532007
"7360_1",0.057185388662523776
"11012_10",0.9117729743966986
"12046_1",0.2707447640748167
"2331_2",0.5029442499697314
"8961_9",0.9314848305992617
"751_7",0.6659501628526137
"9884_10",0.7479451317907102
"10016_8",0.8441941121529246
"8023_10",0.7665282270388698
"2628_1",0.04773351654251467
"5832_1",0.03207671036458782
"7302_1",0.13434189946442848
"4501_3",0.23069708307071604
"1121_7",0.5455251873642175
"8334_3",0.6325180685568823
"9789_10",0.4227204724008756
"4230_10",0.778573104038469
"824_4",0.22466014038855509
"6803_9",0.7952046307210784
"3086_7",0.9262875969685721
"1135_8",0.9008864600382416
"10136_1",0.025174385606941303
"11129_3",0.07685163964001582
"2072_8",0.6708283311504658
"9501_7",0.9318588224309438
"319_10",0.8998771767528041
"1693_7",0.9323217902031044
"10886_1",0.006341736442039759
"9406_8",0.7439108918382669
"10376_10",0.2182843912387272
"9902_1",0.09672130234241537
"9938_8",0.36048973736037876
"7080_9",0.7226408653956945
"11944_8",0.5069354804344594
"5249_1",0.05539957375915422
"9599_2",0.22158623705500718
"9620_1",0.231394619660519
"11244_1",0.10442765871558223
"6841_10",0.9298935222463677
"10050_4",0.7090375264175296
"10512_9",0.8755144809104429
"11327_3",0.03796543279553779
"10681_8",0.800915528623497
"808_3",0.3337994634986715
"546_7",0.9484868858171335
"10765_1",0.01419364514014848
"7189_9",0.6543988881105024
"6005_9",0.9018815872773752
"11915_9",0.8614373014131332
"5740_10",0.9014004193379794
"7097_10",0.3716922286657764
"9573_10",0.589687184431485
"5084_4",0.5051796705330807
"12332_7",0.5819447203674516
"8154_1",0.05573593541311915
"5610_1",0.2971066872246958
"5323_9",0.8228420073259217
"11034_8",0.7899596157004718
"3977_2",0.16757270948022415
"12380_7",0.2610210497126593
"1737_8",0.7121017321186084
"6030_9",0.5934559215937995
"5918_7",0.8428862904595533
"7061_9",0.6539728915059523
"266_8",0.6818929282606021
"1375_10",0.9112963514098015
"8648_3",0.020588193362538556
"10146_10",0.9282342103094884
"4578_10",0.9224421707578951
"4685_8",0.8723756116309784
"11843_9",0.8008156286954061
"5467_10",0.9751997656552935
"10140_10",0.8274965899980029
"7721_8",0.8596121809149115
"11208_10",0.23916221127012818
"1063_10",0.8895706463565484
"8260_10",0.656099656687686
"3182_9",0.8704112005221996
"2797_8",0.791029643416518
"7613_2",0.6958518311594988
"11624_4",0.13730477972163802
"4847_10",0.8193742991773426
"10684_7",0.6064774916939435
"6312_1",0.455484835646786
"4925_3",0.06680545665788645
"4125_1",0.012617029615102086
"2394_10",0.9967832681847929
"12105_10",0.7574076023903882
"7812_1",0.011423188438782868
"1061_8",0.8553217902897655
"9343_3",0.5615117181360829
"7696_10",0.9816373529764725
"9355_10",0.9964990639531267
"782_9",0.9094388946651369
"9882_10",0.9344812994069704
"10642_10",0.9283299553278546
"7410_2",0.11515079455094751
"9591_4",0.0449529269728954
"11902_3",0.13181040139930922
"3495_7",0.22118108134045758
"6733_1",0.009901700579099934
"4552_1",0.0016547571120320982
"6722_1",0.159335841864619
"188_10",0.8469885662781619
"5099_10",0.8258744834986275
"10313_1",0.24262210789087874
"6756_9",0.7392839239602873
"6622_2",0.04797749909136395
"4807_10",0.9740453199129777
"7173_3",0.2568210381614168
"11321_8",0.5835465168075494
"7909_9",0.36105733297839177
"8012_7",0.3222187463459954
"8615_4",0.10975405113957393
"8117_10",0.8785355045812016
"1892_10",0.8652478462420674
"4617_1",0.39232789233827575
"1893_8",0.8202558916817789
"5435_1",0.04180535224168397
"162_3",0.0821730349666801
"6516_10",0.9098280495934753
"11588_7",0.8139277613189929
"2006_1",0.13343965998122836
"1594_4",0.35792964916278514
"1472_1",0.01957398578066887
"3647_1",0.3915538138823954
"174_7",0.7545267664270995
"5539_7",0.07225216323108655
"3384_10",0.9798266798254041
"3811_4",0.41375453422057124
"4079_8",0.36524885991213135
"1179_7",0.7861947785247099
"3069_9",0.9962465687241507
"3769_8",0.7400006147768051
"9247_10",0.783296865326442
"10434_1",0.024980910834099625
"1147_10",0.953382949641115
"5344_7",0.8484122673610625
"8073_10",0.8166920869610853
"7833_3",0.07264439101970076
"8370_1",0.07269227655848211
"9007_8",0.17888291428099348
"6624_7",0.418999517582688
"6683_3",0.21388731601227523
"12275_7",0.6206817573550794
"11927_8",0.8561622409409725
"1560_10",0.9471650391228675
"1325_9",0.6770339475141621
"3548_8",0.25014520073859386
"607_1",0.00353997857943647
"6702_7",0.49367748758553476
"5702_3",0.01734485433882511
"11345_8",0.9246287473195037
"3428_4",0.36218350533828464
"7209_9",0.9832695704768011
"8425_8",0.9031140792787665
"3087_1",0.07291428010699202
"1119_8",0.523583006303968
"5715_3",0.558388632520004
"8645_1",0.09806723456666593
"2149_3",0.038663728954408144
"10403_10",0.7719158471845953
"5628_1",0.16519333375185602
"5570_10",0.9397868945034994
"1613_3",0.11335050539134126
"1454_4",0.7597287005309926
"5094_3",0.2446352736731058
"7982_1",0.22660140389497224
"6894_2",0.7058161423040622
"6554_1",0.4741083882897299
"4721_3",0.20134730379755936
"6904_4",0.153095513067693
"893_8",0.9712490407907568
"4605_4",0.4895336265284752
"11516_7",0.6086829675721662
"11718_7",0.9705389017838946
"5956_1",0.012518314836311868
"7455_9",0.7256980350313467
"6396_4",0.6588517702071405
"1223_8",0.8063346290205857
"8556_1",0.16578198017921372
"6108_8",0.7047965882794556
"11690_1",0.01387704669603301
"3778_9",0.7716125033445945
"3627_4",0.38531585028292137
"8256_4",0.36768315736762086
"533_1",0.014977590329923135
"5235_4",0.02138637602006989
"621_2",0.22802343220727106
"5365_1",0.3985934832887157
"8180_3",0.30833999785928695
"7396_7",0.3062311653279102
"9776_10",0.9089933685196968
"8175_10",0.907795847894501
"3128_1",0.160002304683628
"4606_1",0.295528718458292
"6158_2",0.08654514170290108
"3281_10",0.7164368021491941
"4723_4",0.1589174238760889
"11994_3",0.3038218493681526
"7701_1",0.001798872891128613
"103_3",0.2791933116545145
"8908_10",0.8866972231224095
"8876_1",0.06100349756364972
"7519_9",0.871069502748916
"12456_8",0.6750024520259233
"9514_8",0.6511111945947343
"8680_8",0.4880933437674871
"12402_10",0.7137395546477314
"362_2",0.2909961336488038
"9825_7",0.7968344320072842
"2913_3",0.6265768280880226
"7164_8",0.9203490779822295
"11177_7",0.6084090507389028
"5707_10",0.8930652177455463
"8103_10",0.8359810163375507
"6289_1",0.010811394145794991
"11754_1",0.21858593751144345
"11640_10",0.7055879960274789
"9933_7",0.736239555061039
"185_10",0.9030126292787554
"242_10",0.9343039729451633
"9369_8",0.870255029349935
"7453_10",0.7451205018655213
"7514_7",0.45110567895421
"10860_2",0.03591734798972617
"8663_8",0.5868339278479241
"9108_1",0.0639879596366011
"7941_1",0.14460468786861172
"10116_1",0.0050250590301441885
"9841_4",0.32094423840757824
"4512_9",0.8310827076882055
"4853_2",0.2638194252163099
"2664_4",0.5249193385426815
"9966_10",0.9111844807065598
"5167_2",0.05472872846290177
"3894_2",0.012281604723597824
"3929_8",0.60658063032895
"7165_10",0.8812759299340717
"5451_8",0.5352530954839486
"2947_4",0.5379808054220275
"4611_10",0.9016564492628835
"5807_1",0.30655923988920325
"9464_8",0.906080342169127
"3124_10",0.6833438520075082
"2705_4",0.8650487166731183
"12187_8",0.9276462919417149
"12319_10",0.8502918519959978
"9874_3",0.21365192628117916
"3406_4",0.29380903563911387
"2327_10",0.943228354483009
"605_10",0.9130730302166481
"8080_4",0.38701296078149894
"3074_10",0.980251709932067
"2499_3",0.17407982879697553
"1013_1",0.4314489122902243
"11535_1",0.03341093657371858
"4118_7",0.5829581035283562
"10492_8",0.9354432831998336
"2129_4",0.24954112890861987
"9814_10",0.5725044973495085
"10671_9",0.6340996100103242
"5980_10",0.9254364213615167
"2755_2",0.5252657831919747
"5461_2",0.38861498110032694
"11979_1",0.16093482276383247
"8810_1",0.04019417390281964
"852_7",0.8949470326903847
"10961_4",0.08311196573834219
"7436_4",0.24133025360000138
"11281_3",0.6527784171813735
"4208_3",0.12920731535895053
"8213_10",0.6509975259200783
"9851_2",0.38789499779688913
"4713_7",0.6647520951466847
"9528_1",0.8791242342066247
"3595_10",0.9752485331055295
"5785_3",0.436773922407485
"10370_3",0.07209865200293054
"1980_3",0.5755462083731435
"8800_4",0.35480356865982743
"4437_3",0.14003605038786182
"28_3",0.4764068789310881
"12171_1",0.3207077710704295
"9359_3",0.15709180277477158
"3831_9",0.992941328357468
"10962_7",0.8983851973523489
"1500_9",0.6209235338327181
"11470_10",0.9326347141000522
"11843_3",0.12393600554169291
"11200_4",0.7568222438389876
"1067_1",0.04468456125714826
"3333_1",0.0493865250561601
"4487_4",0.8015063268305334
"6428_1",0.07832204950079623
"575_7",0.10892770554369852
"10904_9",0.6805995615025802
"11821_2",0.43182793907426525
"11605_1",0.03461162747675768
"1111_7",0.6925361251496249
"10295_1",0.5197859897667214
"1146_4",0.05285249085624833
"2405_9",0.35214290271690846
"11081_10",0.9004596183674533
"2201_10",0.9192356334466034
"4844_1",0.03467424001877971
"11007_8",0.8281339361094512
"6535_7",0.8269279726534589
"2653_4",0.04871776143162498
"8245_10",0.7515620886565264
"9951_8",0.8915181240369782
"6133_8",0.2175317324007003
"10006_2",0.038350265884428365
"7350_1",0.5007142028415452
"4509_9",0.9641566551891475
"948_1",0.0065200062889530334
"3987_1",0.22102241226011415
"2947_10",0.17738220892441564
"6041_3",0.00916031638943261
"2946_1",0.07603036513600372
"11967_4",0.04070390707367062
"1185_10",0.9815388599240041
"10323_2",0.5842294383311001
"11706_2",0.002420279256678836
"3663_1",0.04177171902049027
"5602_10",0.948042876879283
"4870_10",0.5842941038854826
"1994_1",0.07939488048538164
"10807_7",0.8936293088269502
"6871_3",0.9442932250292214
"1175_2",0.03268916258321779
"10919_7",0.8446126887186152
"8127_10",0.7175526393881437
"12497_4",0.375606185581256
"3274_1",0.40203375842702854
"2568_3",0.1047297989993769
"840_2",0.23594957099393632
"5626_10",0.9797366010878757
"7561_10",0.9630246944692671
"4600_3",0.32407035451345373
"3324_9",0.45345961282913255
"8899_7",0.8723743264966991
"5592_8",0.6725886858234285
"12483_4",0.022994177299814008
"7874_1",0.00695482309992967
"5878_10",0.9009822721919385
"4303_9",0.7142294639969813
"9421_1",0.19742800928665216
"10269_4",0.350357008508478
"10615_2",0.13204213843584942
"2634_10",0.9383585900427774
"7522_1",0.06455294257854155
"9289_10",0.6521273602957722
"4636_10",0.5395977296600515
